,totPurchaseAmt,street1,zip,property
54175,216000.0,16888 79th Avenue N,55311,16888 79th Avenue N 55311
54176,340000.0,4160 Polaris Lane North,55446,4160 Polaris Lane North 55446
54177,241500.0,1515 45th Ave N,55412,1515 45th Ave N 55412
54178,239900.0,12971 Balsam Lane N,55327,12971 Balsam Lane N 55327
54179,200000.0,5512 26th Ave S,55417,5512 26th Ave S 55417
54180,305000.0,4209 27th Avenue South,55406,4209 27th Avenue South 55406
54181,456000.0,2908 16th Avenue S,55407,2908 16th Avenue S 55407
54182,504500.0,231 East River Parkway,55316,231 East River Parkway 55316
54183,362000.0,6040 XERXES AVE S,55410,6040 XERXES AVE S 55410
54184,321000.0,2810 CAVELL AVE S,55426,2810 CAVELL AVE S 55426
54186,2300000.0,2323 E Lake of the Isles Parkway,55405,2323 E Lake of the Isles Parkway 55405
54187,303000.0,13568 Caramel Trail,55346,13568 Caramel Trail 55346
54188,400000.0,5016 Vincent Avenue South,55410,5016 Vincent Avenue South 55410
54190,340000.0,6384 Pineview Ln. N,55369,6384 Pineview Ln. N 55369
54192,499000.0,18620 27th Avenue N.,55447,18620 27th Avenue N. 55447
54193,11800.0,2604 17th Avenue South,55407,2604 17th Avenue South 55407
54194,319500.0,9430 Blaisdell Circle,55420,9430 Blaisdell Circle 55420
54195,325000.0,4508 Park Avenue,55407,4508 Park Avenue 55407
54196,355000.0,5500 10th Avenue S,55417,5500 10th Avenue S 55417
54197,608675.0,5712 Dutch Lake Court,55364,5712 Dutch Lake Court 55364
54198,175000.0,7844 Elm Grove Lane,55428,7844 Elm Grove Lane 55428
54199,255900.0,2622 Garfield St NE,55418,2622 Garfield St NE 55418
54200,221500.0,7109 64th Avenue N.,55428,7109 64th Avenue N. 55428
54201,325000.0,13975 Hill Place Drive,55442,13975 Hill Place Drive 55442
54202,1295000.0,2857 Irving Ave S,55408,2857 Irving Ave S 55408
54203,257500.0,2505  Magnolia Ln N,55441,2505  Magnolia Ln N 55441
54204,293500.0,2007 36th Ave NE,55418,2007 36th Ave NE 55418
54206,269900.0,13078 Northrup Trail,55347,13078 Northrup Trail 55347
54207,375000.0,9332 Russell Avenue South,55431,9332 Russell Avenue South 55431
54209,269900.0,,55415,
54210,260000.0,4704 Gordon Road,55364,4704 Gordon Road 55364
54211,382000.0,6237 Empire Lane North,55311,6237 Empire Lane North 55311
54212,190000.0,,55426,
54213,137900.0,5120 West 102nd St,55437,5120 West 102nd St 55437
54214,192000.0,18159 Cattail Court,55346,18159 Cattail Court 55346
54215,561000.0,525 Ferndale Rd. N.,55391,525 Ferndale Rd. N. 55391
54217,254800.0,9231 Colorado Ave N,55443,9231 Colorado Ave N 55443
54218,260000.0,3821 Scott Avenue North,55422,3821 Scott Avenue North 55422
54219,450000.0,137 12th Ave N,55343,137 12th Ave N 55343
54220,680000.0,4817 Rutledge Avenue,55436,4817 Rutledge Avenue 55436
54221,250000.0,8048 Perry Ave N,55443,8048 Perry Ave N 55443
54222,1115000.0,780 Tonkawa Road,55356,780 Tonkawa Road 55356
54223,255000.0,3542 Fillmore St. NE,55418,3542 Fillmore St. NE 55418
54224,314900.0,11239 49th Ave N,55442,11239 49th Ave N 55442
54225,225000.0,10909 Noble Ave N,55316,10909 Noble Ave N 55316
54227,165000.0,512 34th Street W,55408,512 34th Street W 55408
54228,666505.0,117 Minnehaha Parkway E,55419,117 Minnehaha Parkway E 55419
54229,235000.0,4100 Girard Avenue North,55412,4100 Girard Avenue North 55412
54231,543000.0,6712 Everest Lane N,55311,6712 Everest Lane N 55311
54232,247000.0,4029 44th Street East,55406,4029 44th Street East 55406
54233,252000.0,,55416,
54234,640000.0,4849 Emerson Ave S,55419,4849 Emerson Ave S 55419
54235,210000.0,9632 Grand Ave S,55420,9632 Grand Ave S 55420
54237,281500.0,6848 Hallmark Drive,55346,6848 Hallmark Drive 55346
54238,244900.0,15347 60th Ave. N.,55446,15347 60th Ave. N. 55446
54240,370000.0,10136 Yate Court North,55443,10136 Yate Court North 55443
54242,200000.0,6568 Merrimac Lane N,55331,6568 Merrimac Lane N 55331
54243,397700.0,3709 Pauly Farm Circle,55375,3709 Pauly Farm Circle 55375
54245,190000.0,Unassigned,55426,Unassigned 55426
54246,234900.0,4536 29th Ave S,55406,4536 29th Ave S 55406
54247,359900.0,4624 France Ave S,55420,4624 France Ave S 55420
54248,180000.0,4940 Yukon Avenue North,55428,4940 Yukon Avenue North 55428
54249,494000.0,5633 Chowen Ave. S.,55410,5633 Chowen Ave. S. 55410
54250,380000.0,7619 Everest Lane N,55311,7619 Everest Lane N 55311
54251,199900.0,632 1st Ave NE,55369,632 1st Ave NE 55369
54253,489900.0,5525 Town Hall Drive,55357,5525 Town Hall Drive 55357
54255,144900.0,8993 Underwood Lane N.,55369,8993 Underwood Lane N. 55369
54256,376000.0,3952 Edinbrook Terrace N,55443,3952 Edinbrook Terrace N 55443
54259,514900.0,5100 Glendale Road,55364,5100 Glendale Road 55364
54260,268000.0,5620 Thomas Avenue South,55410,5620 Thomas Avenue South 55410
54261,237000.0,1952 Mainstreet,55343,1952 Mainstreet 55343
54262,397500.0,121 Gleahaven Road,55391,121 Gleahaven Road 55391
54263,180000.0,3817 Hillsboro Ave N,55427,3817 Hillsboro Ave N 55427
54264,335000.0,8848 Everest Lane N,55311,8848 Everest Lane N 55311
54265,151000.0,6202 Magnolia Lane N,55369,6202 Magnolia Lane N 55369
54266,234000.0,7215 Pillsbury Avenue S,55423,7215 Pillsbury Avenue S 55423
54268,319900.0,9587 Teakwood Lane N,55369,9587 Teakwood Lane N 55369
54269,1750000.0,5312 Chantrey Rd,55436,5312 Chantrey Rd 55436
54270,286000.0,7026 Orchid Ln N,55311,7026 Orchid Ln N 55311
54272,305000.0,1610 Yorkshire Ave So,55305,1610 Yorkshire Ave So 55305
54273,285000.0,17201 72nd Avenue North #2007,55311,17201 72nd Avenue North #2007 55311
54274,109000.0,1804 E 26th Street,55404,1804 E 26th Street 55404
54277,319900.0,1845 Aquila Avenue N,55427,1845 Aquila Avenue N 55427
54278,337000.0,5109 Bernard Ave N.,55429,5109 Bernard Ave N. 55429
54279,225000.0,2900 Jersey Avenue South,55426,2900 Jersey Avenue South 55426
54280,108000.0,4006 Thomas Aveune North,55412,4006 Thomas Aveune North 55412
54282,250000.0,7321 Berkshire Way N,55311,7321 Berkshire Way N 55311
54283,865000.0,4512 Dupont Avenue S,55419,4512 Dupont Avenue S 55419
54284,290000.0,4200 France Avenue S,55416,4200 France Avenue S 55416
54285,420000.0,5125 Luverne Avenue,55419,5125 Luverne Avenue 55419
54287,179900.0,518 Morgan Avenue North,55405,518 Morgan Avenue North 55405
54288,223000.0,5408 Old Shakopee Circle West,55437,5408 Old Shakopee Circle West 55437
54289,382000.0,12030 Arbor Circle,55305,12030 Arbor Circle 55305
54290,145000.0,,55426,
54292,241000.0,16630 86th Ave N,55311,16630 86th Ave N 55311
54293,169900.0,2922 Buchanan Street NE,55418,2922 Buchanan Street NE 55418
54294,286500.0,2120 Xanthus Lane N.,55447,2120 Xanthus Lane N. 55447
54297,248900.0,,75254,
54298,234000.0,8901 30th Avenue N,55427,8901 30th Avenue N 55427
54299,131097.7,708 Cartway Road,55316,708 Cartway Road 55316
54300,325000.0,208 W 27th Street,55408,208 W 27th Street 55408
54301,710000.0,1101 Willowbrook Drive,55391,1101 Willowbrook Drive 55391
54302,345000.0,15820 Oak Ridge Road,55346,15820 Oak Ridge Road 55346
54303,5100.0,4241 Dupont Avenue North,55412,4241 Dupont Avenue North 55412
54304,392000.0,8351 Comstock Lane N,55311,8351 Comstock Lane N 55311
54306,284900.0,9141 Knox Avenue South,55431,9141 Knox Avenue South 55431
54308,247000.0,4517 30th Avenue S,55406,4517 30th Avenue S 55406
54311,239000.0,9924 Hemlock Way,55369,9924 Hemlock Way 55369
54312,295000.0,5701 June Ave N,55429,5701 June Ave N 55429
54313,710000.0,3641 Abbott Avenue S,55408,3641 Abbott Avenue S 55408
54314,246000.0,2825 Portland Ave S,55407,2825 Portland Ave S 55407
54315,425000.0,2231 Cole Avenue SE,55414,2231 Cole Avenue SE 55414
54316,275000.0,1628 Blackstone Ave,55416,1628 Blackstone Ave 55416
54319,648000.0,5713 Susan Ave,55439,5713 Susan Ave 55439
54320,260000.0,,56448,
54323,211000.0,7531 Nicollet Avenue S,55423,7531 Nicollet Avenue S 55423
54326,140500.0,2115 32nd Street E,55407,2115 32nd Street E 55407
54327,260000.0,9255 Yucca Lane N,55369,9255 Yucca Lane N 55369
54328,240000.0,"17117 72nd Avenue North, Unit 4405",55311,"17117 72nd Avenue North, Unit 4405 55311"
54329,154000.0,,55364,
54330,965000.0,6124 Oaklawn Avenue,55424,6124 Oaklawn Avenue 55424
54331,137000.0,4415 Chowen Avenue South #203,55410,4415 Chowen Avenue South #203 55410
54333,330000.0,2327 Olive Avenue,55391,2327 Olive Avenue 55391
54335,135000.0,4362 Thomas Avenue N,55412,4362 Thomas Avenue N 55412
54336,398000.0,17028 77th Ave N,55311,17028 77th Ave N 55311
54337,224900.0,7632 Morgan AVenue N,55444,7632 Morgan AVenue N 55444
54339,354000.0,16225 Woodland LAne,55345,16225 Woodland LAne 55345
54342,350000.0,7622 Jewel Lane North,55311,7622 Jewel Lane North 55311
54343,229900.0,2401 Janes Place W,55431,2401 Janes Place W 55431
54344,152000.0,4624 Nord Drive,55437,4624 Nord Drive 55437
54345,254900.0,4314 Russell Avenue North,55412,4314 Russell Avenue North 55412
54346,165700.0,4538 Queen Avenue North,55412,4538 Queen Avenue North 55412
54347,325000.0,3014 Regent Avenue North,55422,3014 Regent Avenue North 55422
54348,195000.0,9300 Loch Lomond Lane North,55443,9300 Loch Lomond Lane North 55443
54349,276000.0,3112 Armour Terrace,55418,3112 Armour Terrace 55418
54350,300000.0,4611 Bloomington Avenue,55407,4611 Bloomington Avenue 55407
54351,211000.0,3943 Washburn Avenue N.,55412,3943 Washburn Avenue N. 55412
54352,350000.0,5649 Newton Avenue South,55419,5649 Newton Avenue South 55419
54353,149400.0,2922 Colfax Avenue N,55411,2922 Colfax Avenue N 55411
54354,305000.0,12015 Idaho Ave N,55316,12015 Idaho Ave N 55316
54355,165000.0,7315 10th Avenue S,55423,7315 10th Avenue S 55423
54358,269900.0,41 17th Avenue North,55343,41 17th Avenue North 55343
54359,240000.0,7220 Grand Avenue S,55423,7220 Grand Avenue S 55423
54360,120000.0,2608 Fremont Avenue North,55411,2608 Fremont Avenue North 55411
54363,360000.0,3909 Pine Lane,55375,3909 Pine Lane 55375
54364,194900.0,2101 E 38th Street,55407,2101 E 38th Street 55407
54365,684062.0,3740 Northern Avenue,55391,3740 Northern Avenue 55391
54366,339000.0,12914 Lone Oak Drive,55305,12914 Lone Oak Drive 55305
54368,478500.0,4417 Ellsworth Drive,55435,4417 Ellsworth Drive 55435
54369,365000.0,,55391,
54370,449900.0,,55024,
54372,270000.0,7725 W. 13 1/2 Street,55426,7725 W. 13 1/2 Street 55426
54373,500000.0,4342 Garfield Avenue,55409,4342 Garfield Avenue 55409
54374,252000.0,5824 Harriet Avenue South,55419,5824 Harriet Avenue South 55419
54375,231216.0,7150 122nd Avenue N,55316,7150 122nd Avenue N 55316
54377,138680.0,11428 N Elmwood Avenue #159,55316,11428 N Elmwood Avenue #159 55316
54378,267500.0,4949 Abbott Ave S,55410,4949 Abbott Ave S 55410
54380,280000.0,9015 Rosewood Lane,55369,9015 Rosewood Lane 55369
54381,225000.0,7895 Garland Lane N,55311,7895 Garland Lane N 55311
54382,202000.0,7239 South Upton Avenue,55423,7239 South Upton Avenue 55423
54383,320000.0,7023 Park View Lane,55346,7023 Park View Lane 55346
54385,117500.0,2106 Russell Avenue North,55411,2106 Russell Avenue North 55411
54386,32500.0,2106 Russell Avenue North,55411,2106 Russell Avenue North 55411
54387,139500.0,5120 W 102nd Street,55437,5120 W 102nd Street 55437
54389,108500.0,918 26th Avenue SE,55414,918 26th Avenue SE 55414
54390,300000.0,11286  50th Place North,55442,11286  50th Place North 55442
54392,330000.0,3215 Quinwood Lane North,55441,3215 Quinwood Lane North 55441
54394,387000.0,330 Cherry Hill Court,55340,330 Cherry Hill Court 55340
54398,239900.0,3461 Pilgrim Lane N,55441,3461 Pilgrim Lane N 55441
54399,735000.0,5208 Benton Avenue,55436,5208 Benton Avenue 55436
54402,235000.0,7531 Fairfield Road,55444,7531 Fairfield Road 55444
54403,169900.0,5417 Utah Avenue North,55428,5417 Utah Avenue North 55428
54404,184000.0,5010 42ND AVENUE NORTH,55422,5010 42ND AVENUE NORTH 55422
54405,420000.0,3940 Xenwood Avenue S,55416,3940 Xenwood Avenue S 55416
54407,254750.0,14840 32nd Avenue North,55447,14840 32nd Avenue North 55447
54408,398000.0,7088 Lee Street,55357,7088 Lee Street 55357
54409,161500.0,1401 Zealand Avenue N.,55427,1401 Zealand Avenue N. 55427
54410,370000.0,4595 Ithaca Lane N,55446,4595 Ithaca Lane N 55446
54413,335500.0,3031 Aquila Avenue S,55426,3031 Aquila Avenue S 55426
54414,99900.0,3740 25th Avenue South,55406,3740 25th Avenue South 55406
54415,222000.0,7407 Portland Ave,55423,7407 Portland Ave 55423
54416,5000.0,4754 Camden Ave. N,55430,4754 Camden Ave. N 55430
54417,620000.0,4908 Xerxes Avenue S,55410,4908 Xerxes Avenue S 55410
54418,5000.0,3016 Knox Ave. N,55411,3016 Knox Ave. N 55411
54420,259000.0,8524  Aldrich Avenue South,55420,8524  Aldrich Avenue South 55420
54421,505000.0,14827 Kral Road,55345,14827 Kral Road 55345
54422,705000.0,5320 Newton Ave S,55419,5320 Newton Ave S 55419
54423,234900.0,6920 Sheridan Ave. S,55423,6920 Sheridan Ave. S 55423
54424,326000.0,462 Ford Road #106B,55426,462 Ford Road #106B 55426
54426,330600.0,,55369,
54427,189900.0,4941 Winnetka Ave N.,55428,4941 Winnetka Ave N. 55428
54429,213000.0,8201 Upton Avenue S,55431,8201 Upton Avenue S 55431
54431,101000.0,1210 Sheridan Avenue North,55401,1210 Sheridan Avenue North 55401
54433,365000.0,1610 Yosemite Avenue N.,55422,1610 Yosemite Avenue N. 55422
54434,205000.0,308 4th Street Northeast,55369,308 4th Street Northeast 55369
54436,182850.0,3839 - 5th Avenue South,55409,3839 - 5th Avenue South 55409
54437,442000.0,6143 Southview Court,55364,6143 Southview Court 55364
54439,887029.0,9865 Frederick Place,55347,9865 Frederick Place 55347
54440,152500.0,3938 Girard Avenue N,55412,3938 Girard Avenue N 55412
54441,308000.0,117 Zachary Lane N,55441,117 Zachary Lane N 55441
54443,260000.0,22100 Marie Avenue,55374,22100 Marie Avenue 55374
54445,145000.0,1512 Orkla Drive,55427,1512 Orkla Drive 55427
54446,280000.0,1401 5th St. NE,55413,1401 5th St. NE 55413
54447,275000.0,24011 Rivers Edge Road,55374,24011 Rivers Edge Road 55374
54448,575000.0,5610 Vine Hill Road,55331,5610 Vine Hill Road 55331
54451,206000.0,5625 42nd Ave S,55417,5625 42nd Ave S 55417
54453,240000.0,4220 Zenith Avenue N,55422,4220 Zenith Avenue N 55422
54454,273500.0,1716 University Avenue NE,55413,1716 University Avenue NE 55413
54455,87000.0,10720 Rockford Road,55442,10720 Rockford Road 55442
54456,328500.0,5328 27th Avenue South,55417,5328 27th Avenue South 55417
54459,220000.0,7108 1st Avenue S,55423,7108 1st Avenue S 55423
54462,385000.0,9539 Kirkwood Way N,55369,9539 Kirkwood Way N 55369
54463,587400.0,4516 Vandervork Avenue,55436,4516 Vandervork Avenue 55436
54464,155800.0,1344 Newton Avenue N,55411,1344 Newton Avenue N 55411
54465,325500.0,8864 Knollwood Drive,55347,8864 Knollwood Drive 55347
54466,213150.0,7031 5th Avenue South,55423,7031 5th Avenue South 55423
54467,232000.0,2805 35th Avenue S.,55406,2805 35th Avenue S. 55406
54468,250000.0,4425 York Avenue North,55422,4425 York Avenue North 55422
54469,130500.0,3835 Emerson Ave N,55412,3835 Emerson Ave N 55412
54470,209900.0,8850 Trista Lane,55375,8850 Trista Lane 55375
54471,165900.0,2418 24th Avenue South,55406,2418 24th Avenue South 55406
54472,440000.0,5855 Kirkwood Lane North,55442,5855 Kirkwood Lane North 55442
54473,174350.0,7417 Colorado Avenue North,55443,7417 Colorado Avenue North 55443
54474,613955.0,321 Wedgewood Lane N.,55441,321 Wedgewood Lane N. 55441
54475,590000.0,16105 Baywood Lane,55346,16105 Baywood Lane 55346
54476,160000.0,3326 Oliver Ave N,55412,3326 Oliver Ave N 55412
54477,440000.0,8794 Belvedere Drive,55347,8794 Belvedere Drive 55347
54479,195000.0,6815 51st Place North,55428,6815 51st Place North 55428
54480,189000.0,6325 61st Ave. N,55428,6325 61st Ave. N 55428
54481,485000.0,,37027,
54483,685000.0,4111 Zarthan Avenue S,55416,4111 Zarthan Avenue S 55416
54484,11800.0,2600 17th Avenue South,55407,2600 17th Avenue South 55407
54486,250000.0,17161 72nd Avenue North,55311,17161 72nd Avenue North 55311
54488,639900.0,1832 Essex Road,55305,1832 Essex Road 55305
54490,116211.0,3452 Major Avenue North,55422,3452 Major Avenue North 55422
54492,274900.0,4601 Nevada Ave. N.,55428,4601 Nevada Ave. N. 55428
54493,469865.0,,55344,
54494,350000.0,2531 Jones Place W,55431,2531 Jones Place W 55431
54495,225000.0,3130 WEBSTER AVE S,55416,3130 WEBSTER AVE S 55416
54496,645000.0,7320 Everest Lane N,55311,7320 Everest Lane N 55311
54497,236500.0,3441 Xylon Ave N.,55427,3441 Xylon Ave N. 55427
54499,424100.0,6065 Cheshire Lane N,55446,6065 Cheshire Lane N 55446
54501,174900.0,3709 Bryant Ave N.,55412,3709 Bryant Ave N. 55412
54502,383000.0,10376 Buckingham Dr,55347,10376 Buckingham Dr 55347
54504,156000.0,5224 33rd Avenue S.,55417,5224 33rd Avenue S. 55417
54505,285000.0,,55441,
54506,271000.0,8590 Trista Lane E,55375,8590 Trista Lane E 55375
54507,185000.0,3819 E 42nd St,55406,3819 E 42nd St 55406
54508,242000.0,5828 Morgan Ave S,55419,5828 Morgan Ave S 55419
54510,257650.0,9813 10th Avenue South,55420,9813 10th Avenue South 55420
54512,263800.0,8725 64th Avenue N,55428,8725 64th Avenue N 55428
54513,219700.0,4518 Vincent Avenue North,55412,4518 Vincent Avenue North 55412
54516,100924.64,9335 RUSSELL CIRCLE,55431,9335 RUSSELL CIRCLE 55431
54518,125000.0,2919 Hazelwood Ln,55364,2919 Hazelwood Ln 55364
54520,300000.0,4435 Town Line Road,55357,4435 Town Line Road 55357
54525,195000.0,2016 Fairmont Ave SE,55414,2016 Fairmont Ave SE 55414
54530,270000.0,,55446,
54531,315000.0,8962 Sycamore Lane N,55369,8962 Sycamore Lane N 55369
54532,515000.0,16705 Saddle Horn Court,55347,16705 Saddle Horn Court 55347
54533,237055.0,8212 Queen Avenue South,55431,8212 Queen Avenue South 55431
54536,215000.0,301 14th Avenue N,55343,301 14th Avenue N 55343
54538,550000.0,,55424,
54540,342000.0,7128 Heatherton Trail,55435,7128 Heatherton Trail 55435
54541,164000.0,5737 Regent Ave,55429,5737 Regent Ave 55429
54542,255000.0,3428 Yukon Ave. S,55426,3428 Yukon Ave. S 55426
54545,320000.0,5555 Spruce Road,55364,5555 Spruce Road 55364
54548,458000.0,6528 Mistral Lane,55346,6528 Mistral Lane 55346
54549,345000.0,14910 66th Place North,55311,14910 66th Place North 55311
54550,252000.0,6817 Upton Avenue So,55423,6817 Upton Avenue So 55423
54551,306000.0,9423 Annapolis Lane N,55369,9423 Annapolis Lane N 55369
54552,565000.0,3320 Honeywood Lane,55305,3320 Honeywood Lane 55305
54553,290000.0,17600 Copperwood Lane,55391,17600 Copperwood Lane 55391
54554,195000.0,10013 Orleans Lane N,55369,10013 Orleans Lane N 55369
54555,390000.0,15525 Holdridge Rd. E.,55391,15525 Holdridge Rd. E. 55391
54556,183500.0,4917 WIlshire Blvd,55429,4917 WIlshire Blvd 55429
54557,168000.0,"4205 Merrimac Lane N, Unit 66",55446,"4205 Merrimac Lane N, Unit 66 55446"
54558,227000.0,1520 California Street NE,55413,1520 California Street NE 55413
54560,690000.0,4362 Brook Avenue S.,55424,4362 Brook Avenue S. 55424
54561,290500.0,2917 Armour Ter,55418,2917 Armour Ter 55418
54562,228000.0,9207 Lakeside Trail North,55316,9207 Lakeside Trail North 55316
54563,219000.0,7740 Unity Avenue N,55443,7740 Unity Avenue N 55443
54564,580000.0,5008 Lyndale Ave S,55419,5008 Lyndale Ave S 55419
54565,270000.0,14136 Carmody Drive,55347,14136 Carmody Drive 55347
54568,177000.0,6618 Olive Lane North,55311,6618 Olive Lane North 55311
54569,300000.0,6227 Upland Lane North,55311,6227 Upland Lane North 55311
54570,295500.0,4546 Blaisdell Avenue,55419,4546 Blaisdell Avenue 55419
54573,355000.0,10843 South Shore Drive,55441,10843 South Shore Drive 55441
54575,1856334.0,5713 View Ln,55436,5713 View Ln 55436
54576,77500.0,815 SHERIDAN AVE N,55411,815 SHERIDAN AVE N 55411
54578,174150.0,4064 Decatur,55427,4064 Decatur 55427
54579,305000.0,7045 Oliver Ave So,55423,7045 Oliver Ave So 55423
54580,725000.0,4424 W 44th Street,55424,4424 W 44th Street 55424
54581,245000.0,3856 Jordan Avenue North,55427,3856 Jordan Avenue North 55427
54584,50000.0,3020 Queen Ave N,55411,3020 Queen Ave N 55411
54585,50000.0,3842 Bryant Ave N,55412,3842 Bryant Ave N 55412
54589,50000.0,3246 Colfax Avenue N,55412,3246 Colfax Avenue N 55412
